, 2AGPEAT120 , APH120 , FA120ACPHi , FACOAE120 , LPLIPAL2A120 , LPLIPAL2E120 , LPLIPAL2G120 , 2AGPGAT120 , AACPS7 , ACPPAT120 , AACPS1 , AACPS2 , AACPS3 , AACPS4 , AACPS5 , AACPS6 , AACPS8 , AACPS9 , ACOATA , EAR120x , EAR120y , MCOATA , UAGAAT , 3OXCOAT , ACACT1r , ACACT2r , ACACT3r , ACACT4r , ACACT5r , ACACT6r , ACACT7r , ACACT8r , ACALD , ACCOAL , ACOAD5f , ACPS1 , ACS , AKGDH , CRNCAL2 , CRNDCAL2 , CTBTCAL2 , GLCATr , GLYAT , MALTATr , OBTFL , OXDHCOAT , PACCOAL , PDH , PFL , POR5 , PTAr , SERAT , SUCBZL , SUCOAS , APG3PAT120 , APG3PAT140 , APG3PAT141 , APG3PAT160 , APG3PAT161 , APG3PAT180 , APG3PAT181 , G3PAT120 , G3PAT140 , G3PAT141 , G3PAT160 , G3PAT161 , G3PAT180 , G3PAT181 , G3PD2 , G3PD5 , G3PD6 , G3PD7 , G3PT , PGSA120 , PGSA140 , PGSA141 , PGSA160 , PGSA161 , PGSA180 , PGSA181 , GPDDA2 , GPDDA4 , LPLIPAL2ATE120 , LPLIPAL2ATG120 , 3OAS100 , 3OAS120 , 3OAS121 , 3OAS140 , 3OAS141 , 3OAS160 , 3OAS161 , 3OAS180 , 3OAS181 , 3OAS60 , 3OAS80 , ACPPAT140 , ACPPAT141 , ACPPAT160 , ACPPAT161 , ACPPAT180 , ACPPAT181 , AGPAT120 , AGPAT140 , AGPAT141 , AGPAT160 , AGPAT161 , AGPAT180 , AGPAT181 , AOXSr2 , EDTXS1 , EDTXS2 , EDTXS3 , EDTXS4 , FA100ACPHi , FA140ACPHi , FA141ACPHi , FA160ACPHi , FA161ACPHi , FA80ACPHi , KAS14 , LIPOCT , OPMEACPS , U23GAAT , APH140 , FACOAE140 , LPLIPAL2A140 , LPLIPAL2E140 , LPLIPAL2G140 , APH141 , FACOAE141 , LPLIPAL2A141 , LPLIPAL2E141 , LPLIPAL2G141 , APH160 , FACOAE160 , LPLIPAL2A160 , LPLIPAL2E160 , LPLIPAL2G160 , APH161 , FACOAE161 , LPLIPAL2A161 , LPLIPAL2E161 , LPLIPAL2G161 , APH181 , FACOAE181 , LPLIPAL2A181 , LPLIPAL2E181 , LPLIPAL2G181 , APH180 , FACOAE180 , LPLIPAL2A180 , LPLIPAL2E180 , LPLIPAL2G180 , FACOAE100 , FACOAE80 , ACACCT , ACANTHAT , ACCOAC , ACGS , AST , BUTCT , CS , DHNCOAT , DPCOAK , FACOAE60 , G1PACT , HSST , HXCT , IPPS , KAS15 , MACPD , MALS , MCITS , O16AT , OGMEACPS , PTA2 , SPMDAT1 , SPMDAT2 , TDPADGAT , THDPS , 3HAD120 , MALCOAMT , 3HAD140 , 3OAR140 , ACGAMT , UAG2E , UAGCVT , UAGDP , UAGPT3 , UHGADA , HADPCOADH3 , MMM , HACD1 , ACOAD1f , HACD2 , ACOAD2f , HACD3 , ACOAD3f , HACD4 , ACOAD4f , HACD5 , HACD6 , ACOAD6f , HACD7 , ACOAD7f , HACD8 , ALCD2x , ALDD2x , ALDD2y , CPH4S , DRPA , ETHAAL , FDMO3 , HOPNTAL , THRA2i , THRAi , ALDD3y , PPAKr , PPCSCT , ACOAD8f , ARBTNR1 , CPGNR1 , DAAD , ECOAH5 , FADRx , FADRx2 , FE3HOXR1 , FE3Ri , FECRMR1 , FEENTERR1 , FEOXAMR1 , FMNAT , I2FE2SS , I2FE2SS2 , I4FE4SR , PROD2 , S2FE2SS , S2FE2SS2 , S4FE4SR , BPNT , ACKr , ACODA , AGDC , CITL , CYSS , NACODA , POX , ACOTA , ALATA_L , ASPTA , GLUDy , HSTPT , ICDHyr , ILETA , LEUTAi , OHPBAT , PHETA1 , PSERT , SDPTA , TDPAGTA , TYRTA , UDPKAAT , VALTA , CRNBTCT , CRNCAR , CRNCBCT , CRNCDH , AMALT1 , AMALT2 , AMALT3 , AMALT4 , G6PP , GALS3 , HEX1 , LACZ , MLTG1 , MLTG2 , MLTG3 , MLTG4 , MLTG5 , TRE6PH , TREH , XYLI2 , AMPTASECG , AMPTASEPG , AOBUTDs , ATHRDHr , GHMT2r , GLYCL , GLYTRS , GTHS , PRAGSr , SARCOX , THRD , FHL , FORCT , FTHFLi , GART , THRD_L , DHACOAH , OXCOAHDH , ALDD19xr , PACCOAE , ACNML , ADCL , ALATA_D2 , ALATA_L2 , ANS , CHRPL , CYSDDS , CYSDS , CYSTL , DAPAL , DDPGALA , DHAPT , EDA , GLCRAL , ICHORT , L_LACD2 , L_LACD3 , LDH_D , LDH_D2 , MALDDH , MCITL2 , MCPST , ME1 , ME2 , OAADC , PYK , SERD_D , SERD_L , SHCHCS3 , TRPAS2 , VPAMTr , ACHBS , ACLS , DHDPS , DXPS , FLDR2 , MECDPDH5 , PPS , RNTR1c2 , RNTR2c2 , RNTR3c2 , RNTR4c2 , DHBSH , GPDDA3 , LSERDHr , PSP_L , PSSA120 , PSSA140 , PSSA141 , PSSA160 , PSSA161 , PSSA180 , PSSA181 , SERASr , SERTRS , SERTRS2 , TRPS1 , TRPS2 , DHNCOAS , SUCBZS , ASPO5 , DHORDfum , FRD2 , FRD3 , HKNDDH , ICL , PPPGO3 , SDPDS , SGDS , SHSL1 , SSALx , SSALy , SUCDi , TAUDO , GLYK , GPDDA1 , GPDDA5 , EAR140x , EAR140y , EAR141x , EAR141y , EAR160x , EAR160y , EAR161x , EAR161y , EAR180x , EAR180y , EAR181x , EAR181y , FBA , FBA3 , FCLPA , MGSA , QULNS , RMPA , TGBPA , TPI , QMO2 , DMSOR1 , QMO3 , SELR , TMAOR1 , AMMQLT8 , DMSOR2 , TMAOR2 , ALCD19 , GLYCDx , CMPN , CYTK1 , DASYN120 , NTD4 , PGPP120 , DASYN140 , PGPP140 , DASYN141 , PGPP141 , DASYN160 , PGPP160 , DASYN161 , PGPP161 , DASYN180 , PGPP180 , DASYN181 , PGPP181 , LPLIPAL2ATE140 , LPLIPAL2ATE141 , LPLIPAL2ATE160 , LPLIPAL2ATE161 , LPLIPAL2ATE180 , LPLIPAL2ATE181 , LPLIPAL2ATG140 , LPLIPAL2ATG141 , LPLIPAL2ATG160 , LPLIPAL2ATG161 , LPLIPAL2ATG180 , LPLIPAL2ATG181 , 3OAR100 , EAR80x , EAR80y , 3OAR120 , EAR100x , EAR100y , 3OAR121 , T2DECAI , 3OAR141 , EAR121x , EAR121y , 3OAR160 , 3OAR161 , 3OAR180 , 3OAR181 , 3OAR60 , EAR40x , EAR40y , 3OAR80 , EAR60x , EAR60y , PAPA120 , PAPA140 , PAPA141 , PAPA160 , PAPA161 , PAPA180 , PAPA181 , ALAR , AMAOTr , CYSSADS , ICYSDS , LALGP , PMEACPE , SCYSDS , MOAT2 , HEPT1 , 2AGPEAT140 , 2AGPGAT140 , 2AGPEAT141 , 2AGPGAT141 , 2AGPEAT160 , 2AGPGAT160 , 2AGPEAT161 , 2AGPGAT161 , OCTNLL , 3OAR40 , LIPOS , EGMEACPR , OPMEACPR , LPADSS , USHD , CTECOAI6 , CTECOAI7 , 2AGPEAT181 , 2AGPGAT181 , CTECOAI8 , 2AGPEAT180 , 2AGPGAT180 , HCO3E , ABTA , ACGK , ADCS , ASNS1 , CBPS , CTPS2 , GF6PTA , GGGABAH , GLUN , GLUPRT , GLUR , GLUSy , GMPS2 , IG3PS , P5CD , PRFGS , PTRCTA , SOTA , ARGSL , SADH , ALDD4 , ACONTa , DTARTD , MDH , MDH2 , MDH3 , MOX , PPC , TARTD , DHNAOT4 , PTPATi , PGAMT , HSDy , DHAD1 , IPPMIb , FDMO6 , FUM , GLYCTO2 , GLYCTO3 , GLYCTO4 , UGLYCH , MCITD , MMCD , O16GLCT1 , OGMEACPR , GSPMDA , SPMS , AADDGT , DHDPRy , AHCYSNS , METAT , ACMAMUT , NTD2 , UDCPDP , UMPK , UACMAMO , ENO , PPCK , PSCVT , UAPGR , NDPK2 , MPTG , MPTG2 , PAPPT3 , RNDR4 , RNDR4b , ECOAH1 , ECOAH2 , ECOAH3 , ECOAH4 , ECOAH6 , ECOAH7 , ECOAH8 , CBIAT , CBLAT , CDGS , DHPTPE , GTPCI , PPA2 , PPK2r , F6PA , GAPD , PPM2 , TALA , TKT1 , TKT2 , FMNRx , FMNRx2 , SULRi , OP4ENH , THRS , FCLT , FESR , SHCHF , 4PCP , AGM4PCP , ALAALAD , ALAALAr , AM4PCP , UM4PCP , ENTERES2 , FE3DHBZR , FESD1s , FESD2s , ENTERES , ARBTNR2 , CPGNR2 , FDMO , FDMO2 , FDMO4 , FE3HOXR2 , FECRMR2 , FEENTERR2 , FEOXAMR2 , RBFK , ARBTNR3 , CPGNR3 , FE3HOXR3 , FECRMR3 , FEENTERR3 , FEOXAMR3 , I2FE2ST , I4FE4ST , I2FE2SR , P5CR , S2FE2ST , S4FE4ST , S2FE2SR , PAPSR , PAPSR2 , OCBT , ORNDC , ACGAMK , ACM6PH , AMANAPEr , DC6PH , G6PDA , CYSTRS , GLUCYS , PPNCL2 , AGPR , G5SADs , DHFS , GGPTRCS , GLNS , GLU5K , GLUDC , GLUTRS , SEPHCHCS , ALATRS , UAMAS , ADSS , ARGSS , ASNN , ASNS2 , ASP1DC , ASPCT , ASPK , ASPO3 , ASPO4 , ASPO6 , ASPT , ASPTRS , PRASCSi , HISTP , IGPDH , ACONTb , DHAD2 , ILETRS , LEUTRS , OMCDC , 4HTHRS , PDX5PS , PERD , PHETRS , PPNDH , PGCD , TDPGDH , PPND , TYRL , TYRTRS , UDPGDC , ULA4NFT , MOHMT , VALTRS , MLTP1 , MLTP2 , MLTP3 , AAMYL , AB6PGH , FFSD , FRULYSDG , G6PDH2r , PGI , PGMT , GALKr , TRE6PS , TRE6PP , F6PP , HEX7 , PROTRS , AACTOOR , APPLDHr , AICART , DHFR , FMETTRS , FTHFD , GARFT , METS , MTHFD , MTHFR2 , TMDS , ASR , FALGTHLs , GRXR , GSPMDS , GTHOr , GTHPi , LGTHL , SELGTHR , CAT , METOX1s , METOX2s , THIORDXi , AMPMS2 , DB4PS , GTPCII2 , SFGTHi , UPLA4FNF , OXCDC , MTHFC , REPHACCOAI , AMANK , DHPS2 , HYPOE , PDX5PO2 , PDX5POi , PYAM5PO , PYDXK , ANPRT , CHORS , ICHORS_copy1 , HBZOPT , H2SO , HCYSMT , HCYSMT2 , DDGALK , TRPS3 , DDGLK , EDD , GALCTD , GLCRD , HPYRI , TRSARr , DHBD , ICHORS_copy2 , LCADi , GLYOX , GLYOX3 , MICITDr , DSERDHr , MTRPOX , TRPTRS , KARA2 , KARA1 , ASAD , DXPRIi , THZPSN3 , DMPPS , IPDPS , MECDPS , DDPA , KDOPS , DATPHs , NDPK8 , NTPP5 , ADK3 , GDPTPDP , NDPK1 , NDPK5 , NTPP1 , NTPTP1 , DCTPD , NDPK3 , NDPK7 , NTPP3 , DUTPDP , NDPK6 , DHBS , PSD120 , PSD140 , PSD141 , PSD160 , PSD161 , PSD180 , PSD181 , ENTCS , SELCYSS , IGPS , ADSL1r , ADSL2r , HKNTDH , DHORTS , ORPT , DHORD5 , DSBAO2 , NADH10 , NADPHQR3 , NADH9 , NADPHQR4 , HPPPNDO , GLXCL , GLYCLTDx , GLYCLTDy , CPPPGO , CPPPGO2 , DAPE , SGSAD , GHBDHx , G2PP , CHOLD , 3HAD141 , 3HAD160 , 3HAD161 , 3HAD180 , 3HAD181 , FBP , FRUK , PFK , E4PD , PFK_3 , FCLK , LALDO3 , LCARS , ALR2 , LALDO2x , NNDPR , RMK , PFK_2 , DHORD2 , DMQMT , DSBAO1 , NADH5 , NADPHQR2 , SPODM , CDAPPA120 , CDAPPA140 , CDAPPA141 , CDAPPA160 , CDAPPA161 , CDAPPA180 , CDAPPA181 , CSND , CYTDK2 , MOAT , MOAT3C , NTPP4 , PPM , PRPPS , R5PP , RPI , NTP5 , RNDR3 , RNDR3b , DAGK120 , CYTD , CYTDH , DAGK140 , DAGK141 , DAGK160 , DAGK161 , CFAS160G , DAGK180 , DAGK181 , CFAS180G , 3HAD100 , 3HAD80 , 3HAD121 , 3HAD60 , 3HAD40 , ACONMT , ADMDC , BTS5 , CFAS160E , CFAS180E , DBTS , OHPHM , OMBZLM , UPP3MT , MOADSUx , ALAGLUE , EPMEACPR , KDOCT2 , AGMHE , HEPT2 , 5DOAN , METTRS , OGMEACPD , OPMEACPD , TDSK , AIRC2 , CYNTAH , ABUTD , ASNTRS , CBMKr , MEPCT , MOCDS , ALLULPE , M1PD , MAN6PI , SBTPD , GGGABADr , R15BPK , UAMAGS , GK1 , GMPR , IMPD , NTD9 , NTPP11 , XPPT , PRMICI , PRAIS , AGMT , ARGDC , ARGTRS , ACONIs , GGPTRCO , URIC , OCTDPS , PPCDC , TPRDCOAS , HSK , IPPMIa , GCALDD , PGLYCP , ALLTAMH , GALUi , O16GALFT , UDPG4E , UGLT , MTAN , DTMPK , NDPK4 , ADD , ADPT , PUNP1 , PUNP2 , RHCCE , METSOXR1 , METSOXR2 , NTPP8 , OMPDC , PYNP2r , UPPRT , URIH , URIK2 , UDCPDPS , UPLA4FNT , GALT1 , GLCTR1 , GLCTR2 , GLCTR3 , O16GLCT2 , GLYCK2 , PGM , SHKK , UM3PL , UM4PL , UGMDDS , TRDR , ADOCBIK , NTPTP2 , ADOCBLS , CCGS , DNTPPA , PGK , DURIPP , PUNP4 , PUNP6 , TMDPP , S7PI , ADPRDP , AMPN , NMNN , RBK , RBP4E , RPE , XYLK , CYANST , THRTRS , HEMEOS , PPPGO , SHCHD2 , AGM4PA , AM4PA , LADGMDH , AGM3PA , AGM3PH , AGM4PH , AM3PA , DHNPA2r , RBFSb , FLVR , FLVRx , ADSK , OXAMTC , AGMH , ANHMK , PNTK , G5SD , GLNTRS , GLUTRR , GDPDPK , HXPRT , IMPC , INSK , MAN1PT2 , NTPP9 , RNDR2 , RNDR2b , PANTS , AIRC3 , HISTD , IPMD , DXYLK , PDXPP , CHORM , GLYCK , G1PTT , TDPDRE , UDPGD , DPR , GLCP , GLCP2 , GLGC , DAPDC , FRULYSK , LYSDC , LYSTRS , PGL , FOMETRi , THFAT , DURIK1 , NTD5 , SELGTHR2 , SELGTHR3 , FALDH2 , RNDR1b , PMPK , A5PISO , GND , RBFSa , DHPPDA2 , HPPK2 , PYDAMK , PYDXNK , PYDXPP , PRAIi , OPHBDC , SADT2 , GALCTND , ALTRH , MNNH , GNK , HPYRRx , HPYRRy , MANPGH , TMPPP , DMATT , IPDDI , GRTT , CDPMEK , DHQS , KDOPP , NTP11 , NTPP10 , DADK , RNDR1 , NTD6 , ACBIPGT , BMOGDS1 , BMOGDS2 , BWCOGDS1 , BWCOGDS2 , CPMPS , GDPMNH , GP4GH , GTPDPK , GTPHs , GUACYC , MOGDS , NTP3 , NTPP2 , PPGPPDP , DGK1 , NTD8 , CYTK2 , NTD3 , NTD1 , SELNPS , DHCINDO , ATPPRT , GUAPRT , NAMNPP , 3HPPPNH , DHPPD , UPPDC1 , UAAGDS , BETALDHx , BETALDHy , FCI , ALR4x , LCARR , NNATr , NNDMBRT , RMI , GLTPD , OMMBLHX , OMMBLHX3 , DURADx , PYROX , HEPK2 , RHAT1 , PUNP3 , PUNP5 , PUNP7 , R1PK , APCS , OMPHHX , OMPHHX3 , OPHHX , OPHHX3 , UPP3S , MPTS , MPTSS , GMHEPAT , HEPT3 , HEPT4 , HEPK1 , MOCOS , ALLPI , HEX4 , MN6PP , PMANM , GDPMNP , GSNK , PDE4 , NTD11 , NTD10 , GUAD , HXAND , XTSNH , PRAMPC , ALLTN , XAND , URDGLYCD , UDPGALM , NTPP7 , TMDK1 , ADNUC , ADA , ADNK1 , NTD7 , DADA , DHPTDCs2 , SHK3Dr , DSBDR , RZ5PP , CDGR , DNMPPA , DCYTD , INSH , NTD12 , GMHEPK , NADN , NADDP , NNAM , RBK_L1 , X5PL3E , XYLI1 , DHNPTE , G1SAT , GMAND , ADK4 , ATPHs , HISTRS , TDPDRR , GLCS1 , GLDBRAN2 , GLBRAN2 , FRULYSE , 2MAHMP , HMPK1 , PMDPHT , APRAUR , TAGURr , MANAO , 2DGULRGx , 2DGULRGy , 5DGLCNR , HETZK , TMPK , DHQTi , QUINDH , BMOCOS , BWCOS , GTPDPDP , NTP12 , 3HCINNMH , DHCIND , PRATPP , PPPNDO , NADS1 , NMNDA , URACPAH , HMBS , MPTAT , WCOS , GMHEPPA , ALLK , MTHTHFSs , NMNAT , ARAI , KG6PDC , XYLK2 , DHMPTR , PPBNGS , GDMANE , NTP10 , GALCTLO , GUI2 , GUI1 , DKGLCNR1 , DKGLCNR2x , DKGLCNR2y , IDOND , IDOND2 , TDP , TMK , ThDPAT , CINNDO , CBMD , POAACR , 3KGK , ASCBPL , LYXI , GOFUCR , 2DGULRx , 2DGULRy , 3AMACHYD , DOGULNR , MSAR 
 2AGPEAT120 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 APH120 ,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
